Date,Time,RGW_Files,RGW_Lines,SAL_C_Files,SAL_C_Lines,SAL_C_SrcLines,C_COMMON_Files,C_COMMON_Lines,C_COMMON_SrcLines,C_COMMON_ContLines,C_Total_Files,C_Total_Lines,Progress
2026-03-23,19:08:49,631,273810,41,29088,23943,90,28427,15681,2167,62,41791,15.26
